job_title,country,salary,doj,dob
UX Designer,Denmark,81900.79,2019-03-22,1997-07-06
Legal Counsel,France,114061.70,2020-04-20,1989-02-26
Software Engineer,New Zealand,66884.57,2021-08-14,1998-01-19
Graphic Designer,New Zealand,72458.16,2023-11-21,2000-06-11
Machine Learning Engineer,Japan,127087.71,2017-01-02,1991-07-12
UI Designer,Netherlands,90916.93,2024-12-26,1991-10-11
Security Analyst,Mexico,90888.57,2021-06-19,1992-10-03
Full Stack Developer,Singapore,100631.61,2019-07-29,1998-01-15
Product Manager,USA,120949.86,2015-04-23,1974-06-12
UI Designer,Japan,81779.87,2018-10-13,1979-05-01
Data Analyst,Sweden,72271.26,2020-11-12,1981-11-16
Finance Manager,UAE,105914.49,2019-10-29,1972-11-22
Data Scientist,Germany,84294.73,2018-12-19,1983-11-10
Operations Manager,Brazil,94147.63,2017-08-17,1985-05-08
Senior Software Engineer,France,121352.21,2015-11-27,1976-09-18
Customer Success Manager,Ireland,70379.53,2018-01-13,1982-04-17
Technical Writer,Mexico,80954.06,2022-08-12,1982-05-11
Data Analyst,USA,59730.09,2023-12-07,1994-07-25
IT Specialist,Canada,56319.77,2017-05-17,1989-06-07
Graphic Designer,UK,66542.97,2018-01-12,1982-04-28
DevOps Engineer,Canada,85549.63,2016-12-30,1996-03-12
Machine Learning Engineer,Brazil,138394.69,2017-01-05,1972-11-28
Database Administrator,Germany,68409.60,2015-05-15,2000-09-24
Security Analyst,Brazil,86498.51,2020-07-21,1984-03-11
Network Engineer,Brazil,82661.34,2024-04-09,1979-09-11
HR Manager,Norway,79273.00,2015-07-11,1985-07-11
Scrum Master,South Africa,89567.59,2018-03-20,1971-02-06
Graphic Designer,Germany,46731.26,2017-06-07,1995-08-09
Content Writer,New Zealand,44555.12,2015-11-19,1970-10-11
Data Analyst,New Zealand,58003.23,2023-11-10,1999-12-30
Compliance Officer,Denmark,94537.71,2022-09-06,1981-11-28
Database Administrator,Denmark,85516.07,2015-07-05,1978-10-22
Content Writer,Denmark,42692.00,2020-02-09,1985-10-02
Financial Analyst,Germany,95346.43,2020-02-17,1973-05-28
Product Manager,UAE,132197.05,2016-11-20,1993-05-11
Junior Developer,USA,64028.83,2016-11-10,1982-06-10
UX Designer,Netherlands,87602.50,2016-08-10,1971-10-06
Finance Manager,UK,102889.23,2021-04-18,1986-12-26
Customer Success Manager,New Zealand,68435.42,2020-03-26,1979-05-12
Data Scientist,Singapore,114864.31,2017-11-05,1996-11-07
Software Engineer,Denmark,83474.19,2021-12-05,1976-11-18
System Administrator,Switzerland,83159.82,2021-09-13,1996-12-17
VP of Engineering,India,196466.01,2024-10-05,1981-07-20
Customer Success Manager,Netherlands,65277.29,2018-09-23,1998-07-29
Software Engineer,India,84961.04,2020-09-06,1988-02-15
Customer Success Manager,Singapore,87090.69,2021-05-09,1986-04-30
Sales Manager,Mexico,90886.70,2017-02-27,1974-05-30
Marketing Manager,Denmark,97785.34,2023-03-25,1979-03-04
UI Designer,Norway,91507.38,2019-06-28,1976-06-30
Technical Writer,India,63186.92,2020-06-16,1990-06-12
Junior Developer,Switzerland,61473.95,2018-04-15,1973-11-06
Software Engineer,Sweden,76931.98,2016-11-04,1972-03-16
Cloud Architect,Canada,140403.25,2021-01-23,1971-07-20
Scrum Master,Denmark,97438.86,2023-02-28,1983-06-04
VP of Engineering,South Africa,211359.90,2019-06-17,1997-09-25
Database Administrator,UK,90224.37,2015-05-16,1999-05-28
Machine Learning Engineer,Japan,127401.31,2015-12-03,1996-02-23
QA Engineer,Australia,66822.32,2020-06-14,1974-08-27
Accountant,Germany,60487.13,2023-09-05,1977-10-04
System Administrator,Ireland,78073.05,2019-05-25,1989-04-04
Cloud Architect,Netherlands,137149.40,2024-12-10,1982-07-28
Data Analyst,Mexico,83563.93,2022-10-01,1980-07-25
Accountant,Brazil,55951.25,2022-03-11,1993-03-02
Network Engineer,Japan,66570.58,2020-04-13,1981-11-25
Junior Developer,Mexico,69852.70,2022-06-27,1991-03-06
HR Manager,Ireland,69023.85,2024-09-19,1971-02-28
Security Analyst,Germany,80593.39,2020-12-10,1997-05-13
HR Manager,USA,81266.20,2020-01-19,1995-03-01
Customer Success Manager,Brazil,91002.98,2017-05-24,1974-05-25
Marketing Manager,Mexico,72557.84,2020-08-20,1995-10-31
UI Designer,Switzerland,82838.72,2023-07-23,1977-02-05
Scrum Master,South Africa,105262.58,2024-10-25,1999-01-11
Accountant,New Zealand,57680.57,2020-10-14,1970-10-09
Graphic Designer,Brazil,67766.06,2015-08-23,1986-04-04
Senior Software Engineer,New Zealand,101750.78,2016-04-28,1972-03-08
HR Manager,Sweden,73120.48,2016-03-01,1997-03-03
UX Designer,Ireland,82280.78,2015-09-19,1974-04-07
Marketing Manager,Ireland,84925.54,2024-01-17,1987-03-11
Backend Developer,UK,82899.82,2017-04-26,1979-06-24
Operations Manager,Canada,94362.47,2015-05-16,1980-09-22
IT Specialist,France,68328.32,2022-04-28,1995-06-01
Data Analyst,New Zealand,63774.18,2018-12-04,2000-04-30
Project Manager,Switzerland,108887.39,2016-12-06,1976-10-16
Support Engineer,Denmark,74623.42,2022-09-15,1999-07-22
Sales Manager,Netherlands,92460.12,2021-07-05,1980-12-09
DevOps Engineer,India,117483.96,2016-09-08,1987-07-17
Frontend Developer,Japan,73392.26,2017-05-01,1975-09-14
Business Analyst,Brazil,89897.25,2020-12-09,1984-04-04
Full Stack Developer,New Zealand,82906.83,2017-06-30,1996-02-18
Data Analyst,South Africa,62238.60,2019-01-31,1979-11-14
Finance Manager,Australia,88131.95,2016-11-04,1976-01-07
CTO,New Zealand,209955.65,2016-08-28,1994-10-12
DevOps Engineer,Singapore,109117.51,2017-05-11,1989-03-22
HR Manager,Brazil,80316.12,2020-03-21,1986-03-17
Backend Developer,Canada,68686.01,2020-07-15,1991-12-18
Software Engineer,UK,60035.33,2018-10-05,1975-05-16
Graphic Designer,UAE,72373.84,2015-07-01,1974-12-26
Software Engineer,India,62625.43,2018-01-09,1997-04-02
QA Engineer,Denmark,81863.16,2018-03-19,1977-07-29
Database Administrator,Switzerland,86971.30,2023-12-04,1983-02-23
Sales Manager,Mexico,114035.31,2020-11-17,1995-09-29
Junior Developer,Norway,45746.15,2023-12-29,1974-11-07
Legal Counsel,Switzerland,137309.28,2015-05-03,1976-04-12
Scrum Master,New Zealand,77986.87,2019-06-17,1992-11-30
Cloud Architect,USA,139621.72,2022-04-28,1979-07-04
VP of Engineering,Canada,190349.48,2017-09-18,1970-02-12
QA Engineer,Mexico,56056.91,2022-01-21,1971-03-12
Data Analyst,Germany,84482.92,2017-02-05,1989-03-07
IT Specialist,Germany,84893.46,2017-12-17,1977-10-08
Compliance Officer,Canada,90721.46,2018-02-15,1980-09-20
Product Manager,France,128939.01,2021-03-03,1993-11-12
Support Engineer,France,62369.07,2022-08-22,1975-01-21
Machine Learning Engineer,UAE,136962.00,2021-11-01,1992-12-25
VP of Engineering,Norway,208276.75,2019-06-23,1979-07-03
Compliance Officer,Ireland,85917.97,2021-02-26,1999-05-31
VP of Engineering,UAE,160609.27,2017-10-22,1997-12-05
Technical Writer,USA,80340.51,2019-08-06,1977-08-16
Backend Developer,India,101664.52,2015-05-22,1982-01-13
Product Manager,Norway,94955.63,2018-02-15,1986-05-01
Senior Software Engineer,France,95985.35,2024-06-19,1975-03-15
Software Engineer,Singapore,92750.65,2016-03-25,1988-08-04
CTO,New Zealand,208983.10,2022-12-30,1992-02-26
Data Scientist,South Africa,91513.17,2016-11-24,1995-08-05
Operations Manager,UK,90601.93,2019-09-09,1974-01-02
Security Analyst,Australia,97520.34,2016-03-05,1992-02-21
Backend Developer,Norway,97386.72,2019-06-11,1990-03-12
Software Engineer,Switzerland,87392.20,2023-02-13,1987-12-11
Business Analyst,Norway,85737.12,2023-05-04,1975-06-28
Product Manager,Switzerland,101991.31,2019-02-09,2000-08-04
Junior Developer,Ireland,53706.62,2018-08-23,1995-09-16
DevOps Engineer,Netherlands,88875.15,2022-01-28,1989-08-04
Data Scientist,India,126511.76,2018-06-27,1970-05-09
Sales Manager,Sweden,113140.50,2016-06-15,1992-01-17
Backend Developer,Singapore,87912.86,2020-03-28,1997-10-26
HR Manager,UAE,90029.50,2021-07-26,1973-10-30
Graphic Designer,Canada,71507.32,2017-10-11,1974-04-04
Sales Manager,Canada,89666.61,2017-03-15,1991-03-10
Customer Success Manager,Netherlands,80592.12,2022-05-21,1976-04-23
HR Manager,Switzerland,90757.44,2021-08-05,1997-06-30
VP of Engineering,Ireland,176583.08,2021-05-27,1976-09-12
Accountant,Sweden,56206.41,2020-04-04,1980-08-21
Project Manager,Switzerland,109171.80,2015-08-17,1980-03-31
Product Manager,Ireland,116100.18,2016-06-25,1984-08-20
IT Specialist,Australia,71807.08,2016-05-09,1995-05-06
Financial Analyst,New Zealand,68276.58,2024-12-16,1975-07-07
Product Manager,Canada,93046.29,2024-11-29,1981-03-02
CTO,Brazil,229921.91,2018-05-04,1979-05-27
Customer Success Manager,UAE,83290.72,2022-07-08,1986-03-18
Frontend Developer,USA,68959.89,2019-04-10,1979-04-03
Frontend Developer,Netherlands,83815.48,2015-11-14,1973-09-10
Software Engineer,France,88409.23,2023-04-25,1986-09-30
Business Analyst,Norway,89439.81,2019-04-29,1981-02-02
Senior Software Engineer,Sweden,103401.47,2021-11-14,1985-10-19
Data Analyst,Denmark,80410.78,2024-04-19,1989-05-15
Engineering Manager,Norway,154949.86,2023-05-07,1977-07-08
Content Writer,Mexico,64128.38,2023-07-02,1994-05-18
Finance Manager,Australia,88238.94,2015-05-23,1990-08-27
Scrum Master,Norway,98795.26,2018-07-01,1976-02-28
DevOps Engineer,Mexico,83967.54,2020-04-23,1983-12-16
Content Writer,Denmark,55234.83,2022-07-04,1985-11-18
Technical Writer,Ireland,74170.33,2019-04-06,1998-06-05
Network Engineer,Norway,86262.29,2015-10-26,1970-12-27
Operations Manager,UAE,101250.43,2015-07-26,1982-03-26
Data Analyst,Norway,78456.28,2016-09-01,1971-04-05
Business Analyst,Canada,68278.73,2021-11-06,1995-10-09
Graphic Designer,Denmark,68128.07,2024-08-12,1981-05-19
Project Manager,Singapore,95794.41,2019-10-17,1974-08-24
Customer Success Manager,Netherlands,95122.16,2022-06-04,1981-12-14
Financial Analyst,Switzerland,97078.50,2023-07-02,1990-01-08
Business Analyst,New Zealand,71681.10,2022-04-10,1999-11-02
Data Analyst,UAE,79431.25,2022-04-13,1992-04-08
Machine Learning Engineer,Netherlands,109061.66,2019-02-11,1974-01-15
Compliance Officer,USA,98203.77,2017-12-15,1989-04-01
Backend Developer,Switzerland,95482.14,2018-04-18,1994-09-13
UX Designer,India,88322.74,2015-12-05,1977-06-09
Content Writer,India,41590.83,2021-08-01,1993-11-09
Financial Analyst,Sweden,86180.45,2023-05-23,1999-11-19
Data Scientist,Netherlands,96844.73,2015-07-02,1997-05-11
Machine Learning Engineer,Sweden,143877.07,2023-07-01,1994-02-22
Product Manager,Switzerland,112049.41,2023-12-06,1977-10-08
Network Engineer,Japan,99959.30,2017-12-22,1973-06-24
Sales Manager,Ireland,77774.89,2017-03-23,1994-01-19
Support Engineer,Switzerland,61815.97,2020-06-27,1999-03-08
Content Writer,Ireland,49751.71,2020-03-19,1975-10-08
Technical Writer,Japan,76330.19,2024-09-20,1983-01-08
Data Scientist,Singapore,85906.01,2015-05-16,1982-10-21
Financial Analyst,Brazil,99670.72,2016-11-14,1987-04-28
Sales Manager,New Zealand,91141.63,2021-12-06,1994-07-22
Scrum Master,Singapore,77702.72,2022-05-28,1977-03-23
DevOps Engineer,Japan,91653.95,2019-08-25,1974-05-05
HR Manager,Singapore,80586.66,2020-02-21,1987-12-14
Junior Developer,Canada,56558.01,2024-11-08,1978-09-24
Security Analyst,USA,108343.50,2015-05-15,1986-11-03
UI Designer,New Zealand,93603.63,2018-09-14,1975-11-03
Cloud Architect,UAE,142738.20,2015-02-13,1996-10-26
Product Manager,Switzerland,125638.59,2017-04-22,1991-11-25
HR Manager,Germany,95488.33,2018-08-09,1970-03-06
Senior Software Engineer,South Africa,131963.79,2019-08-21,1979-07-05
DevOps Engineer,Australia,102564.33,2023-09-24,1993-06-20
VP of Engineering,UAE,156328.41,2024-04-10,1989-05-08
VP of Engineering,Brazil,201862.69,2024-04-30,1998-10-28
Operations Manager,Japan,89557.83,2016-11-20,1982-10-11
Sales Manager,Netherlands,113859.90,2017-08-31,1998-11-18
Engineering Manager,Japan,155224.33,2020-01-22,1999-08-06
Operations Manager,New Zealand,109945.80,2024-03-02,1998-08-31
UI Designer,Mexico,84073.93,2017-02-04,1998-10-13
UI Designer,Switzerland,76674.67,2023-06-12,1989-09-13
DevOps Engineer,Canada,108430.64,2018-01-28,1980-05-07
Junior Developer,UAE,61770.63,2019-06-15,1976-05-07
Marketing Manager,India,79853.56,2022-06-27,1977-04-14
Backend Developer,Singapore,81624.64,2018-01-04,1979-10-07
UX Designer,Netherlands,102240.39,2023-08-27,1976-03-28
Data Scientist,Brazil,104136.53,2018-08-26,1976-03-13
Senior Software Engineer,Switzerland,121430.43,2024-01-25,1981-04-25
UI Designer,Norway,65711.59,2019-06-16,1977-02-13
QA Engineer,France,79054.40,2015-02-09,1989-05-31
Full Stack Developer,Ireland,82676.11,2018-04-19,1978-12-21
Technical Writer,Norway,77478.97,2021-01-09,1990-04-27
UI Designer,Brazil,73739.85,2023-07-11,1994-12-13
Data Analyst,Switzerland,71128.38,2024-12-24,1979-08-21
Sales Manager,USA,106363.79,2019-01-03,1987-08-14
HR Manager,New Zealand,76712.37,2024-10-13,1992-12-26
Scrum Master,Ireland,85436.98,2015-12-20,1973-07-11
Graphic Designer,Switzerland,62781.73,2015-12-15,1977-02-10
Compliance Officer,South Africa,103569.09,2021-07-24,1985-04-09
Product Manager,Mexico,92031.32,2021-08-26,1981-04-11
Graphic Designer,Norway,47675.15,2015-05-09,1974-09-01
Full Stack Developer,Brazil,77285.88,2019-07-16,1983-03-04
QA Engineer,New Zealand,72634.46,2018-08-04,1985-05-11
Data Scientist,Norway,110257.78,2023-06-11,1976-02-13
Content Writer,Netherlands,55224.60,2019-05-29,1993-05-23
Business Analyst,Sweden,81046.25,2023-03-18,1991-10-06
CTO,Brazil,189609.91,2017-08-21,1994-04-16
Product Manager,South Africa,106084.28,2016-12-21,1982-07-26
Legal Counsel,Denmark,122945.58,2024-08-29,1991-05-23
Senior Software Engineer,UK,138697.69,2017-02-01,1985-07-29
System Administrator,UAE,87927.30,2022-07-20,1997-05-30
UX Designer,Sweden,65378.62,2019-07-14,1970-05-02
VP of Engineering,Norway,195980.05,2020-06-10,1982-06-13
Backend Developer,Japan,87955.22,2021-10-14,1981-07-31
CTO,France,201689.09,2015-10-19,1990-11-20
Technical Writer,Japan,75862.43,2023-07-13,1982-09-12
Business Analyst,USA,63670.42,2016-04-17,1974-01-19
UI Designer,Sweden,94321.33,2015-11-12,1989-11-11
System Administrator,France,68688.32,2024-02-18,1989-01-12
HR Manager,USA,85017.50,2020-07-05,1984-01-02
Full Stack Developer,New Zealand,88838.60,2020-09-14,1979-08-21
Cloud Architect,Canada,115709.20,2018-10-11,1982-04-02
Support Engineer,New Zealand,50591.34,2016-04-12,1982-01-22
System Administrator,New Zealand,57251.85,2017-01-06,1973-07-01
Financial Analyst,UAE,80209.56,2018-11-24,1970-02-27
Scrum Master,Canada,94075.80,2021-10-04,1985-06-10
Accountant,France,66072.33,2022-12-23,1990-07-22
Legal Counsel,Brazil,94544.55,2016-12-02,1996-04-18
Accountant,India,64991.67,2022-08-23,1983-06-09
DevOps Engineer,India,83761.64,2020-02-04,1999-12-15
UX Designer,Sweden,70416.30,2017-01-01,1971-07-05
System Administrator,Norway,76263.49,2023-12-07,1987-05-07
Customer Success Manager,Denmark,67358.94,2021-07-10,1984-06-07
Legal Counsel,France,105954.77,2015-11-13,1978-03-10
CTO,UAE,250038.47,2019-07-19,1985-09-10
Junior Developer,Switzerland,61153.69,2021-09-10,1979-09-25
UX Designer,Germany,67524.97,2018-04-07,1977-12-03
Finance Manager,Australia,111569.62,2016-07-25,1995-12-22
Operations Manager,France,106859.88,2023-07-22,1981-01-25
Scrum Master,France,101351.09,2016-08-20,1998-05-09
Machine Learning Engineer,Norway,121010.67,2016-06-19,1975-10-02
Software Engineer,Brazil,83325.17,2024-11-14,1982-01-10
UX Designer,Japan,101287.73,2024-07-05,1983-05-30
HR Manager,India,76759.88,2021-10-21,1982-01-19
QA Engineer,Netherlands,73001.03,2016-08-04,1999-09-24
DevOps Engineer,France,86981.23,2018-11-27,1994-02-12
Graphic Designer,South Africa,65781.62,2017-10-07,1980-05-28
Backend Developer,Switzerland,79461.24,2021-02-15,1982-06-17
QA Engineer,Switzerland,58889.38,2017-11-19,1986-10-15
Financial Analyst,Ireland,84137.84,2015-10-17,1975-04-29
QA Engineer,Brazil,71691.16,2021-03-10,1995-11-15
Customer Success Manager,Australia,88386.33,2019-12-20,1996-05-05
Accountant,Denmark,76088.79,2018-09-15,1986-07-22
Graphic Designer,Brazil,71947.48,2023-11-13,1984-04-27
Finance Manager,USA,93773.17,2024-08-27,1970-03-26
Machine Learning Engineer,Germany,138110.92,2020-05-13,1994-09-05
Marketing Manager,Netherlands,76054.45,2019-05-18,1999-04-02
Security Analyst,UK,81652.90,2015-12-21,1997-01-29
Machine Learning Engineer,Australia,137803.83,2020-06-29,1990-03-02
QA Engineer,UAE,76404.94,2019-07-18,1991-08-29
Legal Counsel,Brazil,126501.17,2019-03-14,1984-04-09
Operations Manager,France,83911.88,2022-08-15,1981-11-01
Technical Writer,Germany,62066.13,2020-06-07,1992-03-01
Graphic Designer,New Zealand,73515.73,2016-10-24,1976-02-11
Security Analyst,Netherlands,99442.55,2016-10-16,1994-05-23
Full Stack Developer,Brazil,87553.11,2022-07-06,1975-06-04
Finance Manager,Brazil,112560.98,2017-11-24,1984-06-15
Senior Software Engineer,Canada,95193.51,2024-09-04,2000-01-01
Scrum Master,Japan,100416.99,2019-01-31,1990-03-17
Legal Counsel,Ireland,101633.19,2024-06-05,1971-03-29
Legal Counsel,New Zealand,138169.82,2020-11-03,1989-03-13
Accountant,Australia,67958.80,2024-03-05,1988-12-30
Network Engineer,Singapore,79347.93,2020-11-01,1977-12-25
Product Manager,Ireland,116643.34,2024-09-03,1985-07-14
System Administrator,USA,60482.70,2024-10-30,1970-01-09
Full Stack Developer,France,91049.92,2017-08-22,1974-08-24
Financial Analyst,Australia,75843.10,2019-11-21,1989-03-27
Sales Manager,Australia,108188.38,2019-11-09,1977-10-10
Project Manager,Netherlands,90643.31,2015-02-27,1978-05-26
Scrum Master,Singapore,84694.32,2020-08-08,1971-03-07
Software Engineer,Sweden,72597.77,2021-07-25,1983-06-29
Marketing Manager,Sweden,71353.14,2021-04-11,1978-10-03
Senior Software Engineer,UK,124222.42,2017-06-04,1999-07-31
Legal Counsel,Japan,143811.98,2017-08-20,1990-02-14
Security Analyst,South Africa,86042.53,2022-06-08,1989-11-24
DevOps Engineer,Ireland,114118.60,2018-03-03,1975-08-09
Graphic Designer,Brazil,72699.04,2015-07-15,1981-08-15
Database Administrator,USA,69301.63,2020-10-05,1997-06-25
Support Engineer,Switzerland,66518.84,2017-04-03,1982-10-18
Finance Manager,Netherlands,100904.03,2023-03-22,1994-07-31
Frontend Developer,Mexico,87371.77,2024-02-15,1991-05-08
Business Analyst,Brazil,78421.74,2024-01-01,1977-05-27
Security Analyst,Mexico,77210.30,2017-03-07,1982-08-22
UX Designer,Mexico,86593.67,2020-04-16,1993-03-27
Operations Manager,New Zealand,87643.68,2020-09-25,1981-03-25
Scrum Master,USA,100901.21,2017-06-12,1996-03-20
Software Engineer,Australia,88658.87,2019-05-27,1975-10-20
Business Analyst,USA,92968.72,2024-07-14,1989-04-10
Database Administrator,USA,91255.87,2022-02-16,1975-04-04
Business Analyst,South Africa,86151.09,2016-04-05,1985-08-19
Finance Manager,Canada,100228.83,2018-12-11,1977-09-17
UX Designer,Sweden,69444.58,2024-05-05,1993-04-10
Full Stack Developer,Singapore,70479.11,2022-02-11,2000-09-20
Graphic Designer,UK,60893.40,2021-06-18,2000-06-06
Technical Writer,France,58266.17,2017-01-17,1980-08-30
Security Analyst,South Africa,100290.54,2024-07-21,1970-04-06
UI Designer,Japan,82461.25,2019-05-13,1984-06-23
